STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
26,063,Huron,Michigan,31407,+43.832366,-083.063027
26,065,Ingham,Michigan,284900,+42.688382,-084.486253
26,067,Ionia,Michigan,66804,+42.957003,-085.086727
26,069,Iosco,Michigan,25237,+44.357042,-083.532361
26,071,Iron,Michigan,11631,+46.099565,-088.537640
26,073,Isabella,Michigan,64394,+43.608534,-084.803450
26,075,Jackson,Michigan,160366,+42.241802,-084.406618
26,077,Kalamazoo,Michigan,261670,+42.262549,-085.586372
26,079,Kalkaska,Michigan,17939,+44.720582,-085.164963
26,081,Kent,Michigan,657974,+42.961776,-085.625638
26,083,Keweenaw,Michigan,2046,+47.336126,-088.289269
26,085,Lake,Michigan,12096,+43.957210,-085.799431
26,087,Lapeer,Michigan,88619,+43.058194,-083.249396
26,089,Leelanau,Michigan,22301,+44.906992,-085.730072
26,091,Lenawee,Michigan,99423,+41.926112,-084.052777
26,093,Livingston,Michigan,193866,+42.575026,-083.856466
26,095,Luce,Michigan,5339,+46.335663,-085.561350
26,097,Mackinac,Michigan,10834,+45.997314,-084.881331
26,099,Macomb,Michigan,881217,+42.589118,-082.957895
26,101,Manistee,Michigan,25032,+44.306321,-086.185294
26,103,Marquette,Michigan,66017,+46.486717,-087.492759
26,105,Mason,Michigan,29052,+43.974550,-086.346719
26,107,Mecosta,Michigan,39714,+43.650863,-085.382191
26,109,Menominee,Michigan,23502,+45.342064,-087.579801
26,111,Midland,Michigan,83494,+43.643318,-084.296349
26,113,Missaukee,Michigan,15052,+44.307677,-085.179858
26,115,Monroe,Michigan,154809,+41.901664,-083.486421
26,117,Montcalm,Michigan,66614,+43.283564,-085.172737
26,119,Montmorency,Michigan,9153,+44.997449,-084.125910
26,121,Muskegon,Michigan,175824,+43.243847,-086.214941
26,123,Newaygo,Michigan,49978,+43.466224,-085.811272
26,125,Oakland,Michigan,1274395,+42.586862,-083.314039
26,127,Oceana,Michigan,26659,+43.632662,-086.305778
26,129,Ogemaw,Michigan,20770,+44.286618,-084.127345
26,131,Ontonagon,Michigan,5816,+46.718929,-089.288199
26,133,Osceola,Michigan,22891,+43.965434,-085.357843
26,135,Oscoda,Michigan,8219,+44.701471,-084.148370
26,137,Otsego,Michigan,25091,+45.006949,-084.666769
26,139,Ottawa,Michigan,296200,+42.911054,-086.015862
26,141,Presque Isle,Michigan,12982,+45.356976,-083.868249
26,143,Roscommon,Michigan,23459,+44.364342,-084.650133
26,145,Saginaw,Michigan,190124,+43.399088,-083.996446
26,147,St. Clair,Michigan,160383,+42.912215,-082.563457
26,149,St. Joseph,Michigan,60939,+41.887521,-085.526887
26,151,Sanilac,Michigan,40611,+43.365189,-082.782963
26,153,Schoolcraft,Michigan,8047,+46.006087,-086.226826
26,155,Shiawassee,Michigan,68094,+42.942704,-084.147876
26,157,Tuscola,Michigan,53323,+43.429916,-083.433939
26,159,Van Buren,Michigan,75587,+42.260186,-086.001338
26,161,Washtenaw,Michigan,372258,+42.257602,-083.726939
26,163,Wayne,Michigan,1793561,+42.329477,-083.226321
26,165,Wexford,Michigan,33673,+44.309686,-085.486553
27,001,Aitkin,Minnesota,15697,+46.570797,-093.529980
27,003,Anoka,Minnesota,363887,+45.195033,-093.269315
27,005,Becker,Minnesota,35183,+46.846984,-095.781108
27,007,Beltrami,Minnesota,46228,+47.585267,-094.863330
27,009,Benton,Minnesota,41379,+45.634664,-094.104350
27,011,Big Stone,Minnesota,5166,+45.395362,-096.446286
27,013,Blue Earth,Minnesota,69112,+44.133623,-093.994417
27,015,Brown,Minnesota,25912,+44.285144,-094.591760
27,017,Carlton,Minnesota,36207,+46.644206,-092.532283
27,019,Carver,Minnesota,106922,+44.836919,-093.679267
27,021,Cass,Minnesota,30066,+46.817725,-094.417932
27,023,Chippewa,Minnesota,12598,+44.961846,-095.618298
27,025,Chisago,Minnesota,56621,+45.452093,-092.924032
27,027,Clay,Minnesota,65318,+46.855003,-096.673903
27,029,Clearwater,Minnesota,8524,+47.559971,-095.388788
27,031,Cook,Minnesota,5600,+47.790102,-090.339448
27,033,Cottonwood,Minnesota,11517,+43.938574,-095.120928
27,035,Crow Wing,Minnesota,66123,+46.430863,-094.162322
27,037,Dakota,Minnesota,439882,+44.763244,-093.154642
27,039,Dodge,Minnesota,20867,+44.030082,-092.805954
27,041,Douglas,Minnesota,39006,+45.907933,-095.389465
27,043,Faribault,Minnesota,13921,+43.682751,-093.954993
27,045,Fillmore,Minnesota,21228,+43.696271,-092.081754
27,047,Freeborn,Minnesota,30895,+43.662772,-093.361666
27,049,Goodhue,Minnesota,47582,+44.446353,-092.666570
27,051,Grant,Minnesota,6074,+45.948536,-095.931474
27,053,Hennepin,Minnesota,1281565,+44.976697,-093.361233
27,055,Houston,Minnesota,18843,+43.720423,-091.438661
27,057,Hubbard,Minnesota,21344,+47.058441,-094.933356
27,059,Isanti,Minnesota,41135,+45.542718,-093.259775
27,061,Itasca,Minnesota,45014,+47.315009,-093.521135
27,063,Jackson,Minnesota,9989,+43.665360,-095.109576
27,065,Kanabec,Minnesota,16032,+45.885216,-093.297994
27,067,Kandiyohi,Minnesota,43732,+45.154628,-095.017492
27,069,Kittson,Minnesota,4207,+48.729252,-096.776630
27,071,Koochiching,Minnesota,12062,+48.510977,-093.489801
27,073,Lac qui Parle,Minnesota,6719,+44.982404,-096.130868
27,075,Lake,Minnesota,10905,+47.186485,-091.560751
27,077,Lake of the Woods,Minnesota,3763,+48.769541,-094.744612
27,079,Le Sueur,Minnesota,28674,+44.396810,-093.716142
27,081,Lincoln,Minnesota,5640,+44.373948,-096.252306
27,083,Lyon,Minnesota,25269,+44.428528,-095.796682
27,085,McLeod,Minnesota,36771,+44.859670,-094.264775
27,087,Mahnomen,Minnesota,5411,+47.300158,-095.837513
27,089,Marshall,Minnesota,9040,+48.306927,-096.530084
27,091,Martin,Minnesota,20025,+43.665559,-094.509350
27,093,Meeker,Minnesota,23400,+45.136287,-094.481246
27,095,Mille Lacs,Minnesota,26459,+45.790781,-093.623033
27,097,Morrison,Minnesota,34010,+45.984633,-094.329081
27,099,Mower,Minnesota,40029,+43.665401,-092.901937
27,101,Murray,Minnesota,8179,+43.982392,-095.740801
27,103,Nicollet,Minnesota,34454,+44.265352,-094.058378
27,105,Nobles,Minnesota,22290,+43.635008,-095.663888
27,107,Norman,Minnesota,6441,+47.308519,-096.484363
27,109,Olmsted,Minnesota,162847,+44.024514,-092.476238
27,111,Otter Tail,Minnesota,60081,+46.408729,-095.789225
27,113,Pennington,Minnesota,13992,+48.102851,-096.147968
27,115,Pine,Minnesota,28876,+46.030418,-092.894181
27,117,Pipestone,Minnesota,9424,+43.980739,-096.268335
27,119,Polk,Minnesota,31192,+47.783873,-096.562798
27,121,Pope,Minnesota,11308,+45.630228,-095.439435
27,123,Ramsey,Minnesota,552352,+44.992910,-093.105650
27,125,Red Lake,Minnesota,3935,+47.875652,-096.132058
27,127,Redwood,Minnesota,15425,+44.440045,-095.189914
27,129,Renville,Minnesota,14723,+44.721227,-094.942285
27,131,Rice,Minnesota,67097,+44.372673,-093.261650
27,133,Rock,Minnesota,9704,+43.648084,-096.237081
27,135,Roseau,Minnesota,15331,+48.824430,-095.646717
27,137,St. Louis,Minnesota,200231,+47.078425,-092.307366
27,139,Scott,Minnesota,150928,+44.714553,-093.466447
27,141,Sherburne,Minnesota,97183,+45.402446,-093.718866
27,143,Sibley,Minnesota,14836,+44.582520,-094.165538
27,145,Stearns,Minnesota,158292,+45.559158,-094.355044
27,147,Steele,Minnesota,37406,+44.065860,-093.214616
27,149,Stevens,Minnesota,9671,+45.577955,-095.921798
27,151,Swift,Minnesota,9838,+45.272889,-095.637582
27,153,Todd,Minnesota,25262,+46.065805,-094.889142
27,155,Traverse,Minnesota,3360,+45.751962,-096.547312
27,157,Wabasha,Minnesota,21387,+44.298281,-092.218760
27,159,Wadena,Minnesota,14065,+46.527380,-095.044753
27,161,Waseca,Minnesota,18968,+44.062525,-093.551329
27,163,Washington,Minnesota,267568,+44.985726,-092.921431
27,165,Watonwan,Minnesota,11253,+43.992768,-094.583590
27,167,Wilkin,Minnesota,6506,+46.316429,-096.525623
27,169,Winona,Minnesota,49671,+44.023673,-091.718459
27,171,Wright,Minnesota,141337,+45.199091,-093.818147
27,173,Yellow Medicine,Minnesota,9528,+44.737396,-095.830115
28,001,Adams,Mississippi,29538,+31.545814,-091.354340
28,003,Alcorn,Mississippi,34740,+34.909527,-088.529805
28,005,Amite,Mississippi,12720,+31.187109,-090.807611
28,007,Attala,Mississippi,17889,+33.065276,-089.589172
28,009,Benton,Mississippi,7646,+34.813848,-089.203932
28,011,Bolivar,Mississippi,30985,+33.771865,-090.768825
28,013,Calhoun,Mississippi,13266,+33.930069,-089.309537
28,015,Carroll,Mississippi,9998,+33.461770,-089.919301
28,017,Chickasaw,Mississippi,17106,+33.930850,-088.938910
28,019,Choctaw,Mississippi,8246,+33.339222,-089.234179
28,021,Claiborne,Mississippi,9135,+31.931505,-090.950731
28,023,Clarke,Mississippi,15615,+32.067249,-088.731696
28,025,Clay,Mississippi,18636,+33.624883,-088.693000
28,027,Coahoma,Mississippi,21390,+34.220105,-090.570360
28,029,Copiah,Mississippi,28368,+31.893381,-090.378623
28,031,Covington,Mississippi,18340,+31.634654,-089.546964
28,033,DeSoto,Mississippi,185314,+34.927389,-089.949653
28,035,Forrest,Mississippi,78158,+31.309279,-089.287954
28,037,Franklin,Mississippi,7675,+31.471678,-090.866734
28,039,George,Mississippi,24350,+30.868417,-088.590917
28,041,Greene,Mississippi,13530,+31.195402,-088.629422
28,043,Grenada,Mississippi,21629,+33.767560,-089.803438
28,045,Hancock,Mississippi,46053,+30.379142,-089.404092
28,047,Harrison,Mississippi,208621,+30.434161,-089.063779
28,049,Hinds,Mississippi,227742,+32.304046,-090.257000
28,051,Holmes,Mississippi,17000,+33.089593,-090.028731
28,053,Humphreys,Mississippi,7785,+33.164116,-090.518897
28,055,Issaquena,Mississippi,1338,+32.889296,-091.018573
28,057,Itawamba,Mississippi,23863,+34.289689,-088.404342
28,059,Jackson,Mississippi,143252,+30.443696,-088.668630
28,061,Jasper,Mississippi,16367,+31.961091,-089.144805
28,063,Jefferson,Mississippi,7260,+31.714009,-091.057536
28,065,Jefferson Davis,Mississippi,11321,+31.575445,-089.816038
28,067,Jones,Mississippi,67246,+31.667175,-089.167194
28,069,Kemper,Mississippi,8988,+32.763776,-088.672958
28,071,Lafayette,Mississippi,55813,+34.359415,-089.526750
28,073,Lamar,Mississippi,64222,+31.273921,-089.439932
28,075,Lauderdale,Mississippi,72984,+32.401267,-088.692876
28,077,Lawrence,Mississippi,12016,+31.553787,-090.110558
28,079,Leake,Mississippi,21275,+32.733654,-089.510973
28,081,Lee,Mississippi,83343,+34.278226,-088.703819
28,083,Leflore,Mississippi,28339,+33.513518,-090.203416
28,085,Lincoln,Mississippi,34907,+31.549270,-090.457896
28,087,Lowndes,Mississippi,58879,+33.520258,-088.389424
28,089,Madison,Mississippi,109145,+32.509875,-090.104845
28,091,Marion,Mississippi,24441,+31.245825,-089.830527
28,093,Marshall,Mississippi,33752,+34.816554,-089.544076
28,095,Monroe,Mississippi,34180,+33.926461,-088.499061
28,097,Montgomery,Mississippi,9822,+33.496327,-089.682458
28,099,Neshoba,Mississippi,29087,+32.755039,-089.120008
28,101,Newton,Mississippi,21291,+32.415269,-089.129364
28,103,Noxubee,Mississippi,10285,+33.132850,-088.549668
28,105,Oktibbeha,Mississippi,51788,+33.448413,-088.825442
28,107,Panola,Mississippi,33208,+34.345346,-089.934868
28,109,Pearl River,Mississippi,56145,+30.640759,-089.631685
28,111,Perry,Mississippi,11511,+31.262146,-088.992608
28,113,Pike,Mississippi,40324,+31.219047,-090.435044
28,115,Pontotoc,Mississippi,31184,+34.253564,-089.015136
28,117,Prentiss,Mississippi,25008,+34.632609,-088.552077
28,119,Quitman,Mississippi,6176,+34.267733,-090.263230
28,121,Rankin,Mississippi,157031,+32.281333,-090.030487
28,123,Scott,Mississippi,27990,+32.401640,-089.529579
28,125,Sharkey,Mississippi,3800,+32.921684,-090.862626
28,127,Simpson,Mississippi,25949,+31.915898,-089.855744
28,129,Smith,Mississippi,14209,+31.970107,-089.504515
28,131,Stone,Mississippi,18333,+30.806397,-089.135849
28,133,Sunflower,Mississippi,25971,+33.593307,-090.584134
28,135,Tallahatchie,Mississippi,12715,+33.984159,-090.182077
28,137,Tate,Mississippi,28064,+34.644191,-089.948269
28,139,Tippah,Mississippi,21815,+34.765765,-088.924324
28,141,Tishomingo,Mississippi,18850,+34.730586,-088.228294
28,143,Tunica,Mississippi,9782,+34.720692,-090.341396
28,145,Union,Mississippi,27777,+34.483103,-089.010519
28,147,Walthall,Mississippi,13884,+31.150842,-090.122962
28,149,Warren,Mississippi,44722,+32.324815,-090.843777
28,151,Washington,Mississippi,44922,+33.369011,-091.010780
28,153,Wayne,Mississippi,19779,+31.650518,-088.662531
28,155,Webster,Mississippi,9926,+33.582804,-089.220716
28,157,Wilkinson,Mississippi,8587,+31.123212,-091.245215
28,159,Winston,Mississippi,17714,+33.084971,-089.042025
28,161,Yalobusha,Mississippi,12481,+34.081548,-089.694995
28,163,Yazoo,Mississippi,26743,+32.829241,-090.382180
29,001,Adair,Missouri,25314,+40.195278,-092.581512
29,003,Andrew,Missouri,18135,+39.919858,-094.816600
29,005,Atchison,Missouri,5305,+40.420914,-095.436109
29,007,Audrain,Missouri,24962,+39.203899,-091.826614
29,009,Barry,Missouri,34534,+36.737459,-093.865725
29,011,Barton,Missouri,11637,+37.495949,-094.305362
29,013,Bates,Missouri,16042,+38.280773,-094.362779
29,015,Benton,Missouri,19394,+38.301006,-093.310017
29,017,Bollinger,Missouri,10567,+37.340708,-089.999696
29,019,Boone,Missouri,183610,+38.956712,-092.321624
29,021,Buchanan,Missouri,84793,+39.750709,-094.819825
29,023,Butler,Missouri,42130,+36.756985,-090.417972
29,025,Caldwell,Missouri,8815,+39.663863,-093.998899
29,027,Callaway,Missouri,44283,+38.797548,-091.997518
29,029,Camden,Missouri,42745,+38.073064,-092.746042
29,031,Cape Girardeau,Missouri,81710,+37.355235,-089.607695
29,033,Carroll,Missouri,8495,+39.408302,-093.496539
29,035,Carter,Missouri,5202,+36.947475,-090.885719
29,037,Cass,Missouri,107824,+38.751052,-094.424307
29,039,Cedar,Missouri,14188,+37.765491,-093.895266
29,041,Chariton,Missouri,7408,+39.486142,-092.931479
29,043,Christian,Missouri,88842,+37.027878,-093.264355
29,045,Clark,Missouri,6634,+40.412112,-091.708614
29,047,Clay,Missouri,253335,+39.252956,-094.497328
29,049,Clinton,Missouri,21184,+39.602433,-094.367454
29,051,Cole,Missouri,77279,+38.552550,-092.220619
29,053,Cooper,Missouri,17103,+38.910060,-092.772757
29,055,Crawford,Missouri,23056,+38.061879,-091.321648
29,057,Dade,Missouri,7569,+37.415382,-093.824927
29,059,Dallas,Missouri,17071,+37.643751,-093.066641
29,061,Daviess,Missouri,8430,+39.938229,-093.980672
29,063,DeKalb,Missouri,11029,+39.825582,-094.354573
29,065,Dent,Missouri,14421,+37.631372,-091.545105
29,067,Douglas,Missouri,11578,+36.940662,-092.603414
29,069,Dunklin,Missouri,28283,+36.324914,-090.058119
29,071,Franklin,Missouri,104682,+38.436356,-090.998977
29,073,Gasconade,Missouri,14794,+38.446364,-091.490137
29,075,Gentry,Missouri,6162,+40.203737,-094.432825
29,077,Greene,Missouri,298915,+37.192242,-093.309507
29,079,Grundy,Missouri,9808,+40.093264,-093.595770
29,081,Harrison,Missouri,8157,+40.315594,-094.001268
29,083,Henry,Missouri,21946,+38.394287,-093.737690
29,085,Hickory,Missouri,8279,+37.911050,-093.329051
29,087,Holt,Missouri,4223,+40.084331,-095.185877
29,089,Howard,Missouri,10151,+39.140559,-092.704460
29,091,Howell,Missouri,39750,+36.792561,-091.873718
29,093,Iron,Missouri,9537,+37.578019,-090.713802
29,095,Jackson,Missouri,717204,+39.009980,-094.444287
29,097,Jasper,Missouri,122761,+37.129578,-094.444125
29,099,Jefferson,Missouri,226739,+38.340859,-090.475056
29,101,Johnson,Missouri,54013,+38.758577,-093.770288
29,103,Knox,Missouri,3744,+40.155205,-092.154081
29,105,Laclede,Missouri,36039,+37.669688,-092.653795
29,107,Lafayette,Missouri,32984,+39.055172,-093.842193
29,109,Lawrence,Missouri,38001,+37.034976,-093.799734
29,111,Lewis,Missouri,10032,+40.089160,-091.641748
29,113,Lincoln,Missouri,59574,+38.996776,-090.929751
29,115,Linn,Missouri,11874,+39.797177,-093.066695
29,117,Livingston,Missouri,14557,+39.798080,-093.553067
29,119,McDonald,Missouri,23303,+36.615343,-094.399016
29,121,Macon,Missouri,15209,+39.796483,-092.508120
29,123,Madison,Missouri,12626,+37.539522,-090.299752
29,125,Maries,Missouri,8432,+38.170013,-091.878849
29,127,Marion,Missouri,28525,+39.741435,-091.457393
29,129,Mercer,Missouri,3538,+40.415018,-093.579508
29,131,Miller,Missouri,24722,+38.246362,-092.508970
29,133,Mississippi,Missouri,12577,+36.856032,-089.368458
29,135,Moniteau,Missouri,15473,+38.627456,-092.611037
29,137,Monroe,Missouri,8666,+39.524752,-091.966322
29,139,Montgomery,Missouri,11322,+38.948967,-091.467436
29,141,Morgan,Missouri,21006,+38.383773,-092.850980
29,143,New Madrid,Missouri,16434,+36.612845,-089.651942
29,145,Newton,Missouri,58648,+36.921726,-094.414367
29,147,Nodaway,Missouri,21241,+40.352259,-094.868321
29,149,Oregon,Missouri,8635,+36.614979,-091.473870
29,151,Osage,Missouri,13274,+38.455126,-091.884527
29,153,Ozark,Missouri,8553,+36.623314,-092.421851
29,155,Pemiscot,Missouri,15661,+36.179974,-089.744692
29,157,Perry,Missouri,18956,+37.713861,-089.857860
29,159,Pettis,Missouri,42980,+38.701441,-093.247496
29,161,Phelps,Missouri,44638,+37.943357,-091.747022
29,163,Pike,Missouri,17587,+39.362999,-091.160041
29,165,Platte,Missouri,106718,+39.260346,-094.683735
29,167,Polk,Missouri,31519,+37.602027,-093.404435
29,169,Pulaski,Missouri,53955,+37.822042,-092.175732
29,171,Putnam,Missouri,4681,+40.483035,-092.984514
29,173,Ralls,Missouri,10355,+39.579823,-091.469172
29,175,Randolph,Missouri,24716,+39.413737,-092.451801
29,177,Ray,Missouri,23158,+39.336637,-094.062098
29,179,Reynolds,Missouri,6096,+37.329000,-090.970144
29,181,Ripley,Missouri,10679,+36.626945,-090.790679
29,183,St. Charles,Missouri,405262,+38.778572,-090.671284
29,185,St. Clair,Missouri,9284,+38.057169,-093.763876
29,186,Ste. Genevieve,Missouri,18479,+37.940830,-090.165655
29,187,St. Francois,Missouri,66922,+37.834497,-090.488054
29,189,St. Louis,Missouri,1004125,+38.644521,-090.389519
29,195,Saline,Missouri,23333,+39.111399,-093.202654
29,197,Schuyler,Missouri,4032,+40.461863,-092.520354
29,199,Scotland,Missouri,4716,+40.448060,-092.151796
29,201,Scott,Missouri,38059,+37.015235,-089.577539
29,203,Shannon,Missouri,7031,+37.068998,-091.432915
29,205,Shelby,Missouri,6103,+39.761716,-092.077250
29,207,Stoddard,Missouri,28672,+36.847864,-089.970872
29,209,Stone,Missouri,31076,+36.723445,-093.437769
29,211,Sullivan,Missouri,5999,+40.214930,-093.101593
29,213,Taney,Missouri,56066,+36.657085,-093.195143
29,215,Texas,Missouri,24487,+37.330114,-091.966146
29,217,Vernon,Missouri,19707,+37.836794,-094.337390
29,219,Warren,Missouri,35532,+38.790363,-091.098557
29,221,Washington,Missouri,23514,+37.953782,-090.785794
29,223,Wayne,Missouri,10974,+37.109113,-090.523545
29,225,Webster,Missouri,39085,+37.262940,-092.906843
29,227,Worth,Missouri,1973,+40.481643,-094.437082
29,229,Wright,Missouri,18188,+37.193283,-092.433272
29,510,St. Louis,Missouri,301578,+38.620558,-090.253332
30,001,Beaverhead,Montana,9371,+45.225028,-112.693549
30,003,Big Horn,Montana,13124,+45.568552,-107.499673
30,005,Blaine,Montana,7044,+48.432419,-108.871588
30,007,Broadwater,Montana,6774,+46.281619,-111.543362
30,009,Carbon,Montana,10473,+45.322269,-109.084845
30,011,Carter,Montana,1415,+45.687353,-104.525341
30,013,Cascade,Montana,84414,+47.491558,-111.306586
30,015,Chouteau,Montana,5895,+47.962552,-110.386252
30,017,Custer,Montana,11867,+46.401678,-105.814642
30,019,Daniels,Montana,1661,+48.783637,-105.431739
30,021,Dawson,Montana,8940,+47.137216,-104.748806
30,023,Deer Lodge,Montana,9421,+46.135851,-112.955566
30,025,Fallon,Montana,3049,+46.360506,-104.316077
30,027,Fergus,Montana,11446,+47.092022,-109.414600
30,029,Flathead,Montana,104357,+48.247380,-114.280930
30,031,Gallatin,Montana,118960,+45.682956,-111.128767
30,033,Garfield,Montana,1173,+47.309975,-106.946674
30,035,Glacier,Montana,13778,+48.601084,-112.803122
30,037,Golden Valley,Montana,823,+46.297881,-109.120778
30,039,Granite,Montana,3309,+46.445392,-113.319927
30,041,Hill,Montana,16309,+48.511678,-109.767061
30,043,Jefferson,Montana,12085,+46.268426,-112.045462
30,045,Judith Basin,Montana,2023,+47.094038,-110.171269
30,047,Lake,Montana,31134,+47.608393,-114.123168
30,049,Lewis and Clark,Montana,70973,+46.646621,-112.019644
30,051,Liberty,Montana,1959,+48.538044,-110.985198
30,053,Lincoln,Montana,19677,+48.553306,-115.426490
30,055,McCone,Montana,1729,+47.569721,-105.638886
30,057,Madison,Montana,8623,+45.419014,-111.922649
30,059,Meagher,Montana,1927,+46.529828,-110.881517
30,061,Mineral,Montana,4535,+47.182752,-114.894335
30,063,Missoula,Montana,117922,+46.875546,-114.021512
30,065,Musselshell,Montana,4730,+46.420108,-108.483111
30,067,Park,Montana,17191,+45.604896,-110.596931
30,069,Petroleum,Montana,496,+47.012154,-108.317862
30,071,Phillips,Montana,4217,+48.367246,-107.866550
30,073,Pondera,Montana,5898,+48.211424,-112.157767
30,075,Powder River,Montana,1694,+45.438494,-105.544609
30,077,Powell,Montana,6946,+46.450646,-112.757979
30,079,Prairie,Montana,1088,+46.809714,-105.276222
30,081,Ravalli,Montana,44174,+46.358548,-114.111357
30,083,Richland,Montana,11491,+47.720720,-104.204227
30,085,Roosevelt,Montana,10794,+48.134392,-105.212553
30,087,Rosebud,Montana,8329,+45.902894,-106.612238
30,089,Sanders,Montana,12400,+47.635009,-115.175789
30,091,Sheridan,Montana,3539,+48.734101,-104.493670
30,093,Silver Bow,Montana,35133,+45.987460,-112.525517
30,095,Stillwater,Montana,8963,+45.615383,-109.238178
30,097,Sweet Grass,Montana,3678,+45.829391,-109.916510
30,099,Teton,Montana,6226,+47.762524,-112.039341
30,101,Toole,Montana,4971,+48.578065,-111.850473
30,103,Treasure,Montana,762,+46.247085,-107.247111
30,105,Valley,Montana,7578,+48.236249,-106.541586
30,107,Wheatland,Montana,2069,+46.454552,-109.845461
30,109,Wibaux,Montana,937,+46.969955,-104.191241
30,111,Yellowstone,Montana,164731,+45.789945,-108.546051
31,001,Adams,Nebraska,31205,+40.585501,-098.415180
31,003,Antelope,Nebraska,6295,+42.147054,-098.057377
31,005,Arthur,Nebraska,434,+41.569368,-101.678874
31,007,Banner,Nebraska,674,+41.558824,-103.721644
31,009,Blaine,Nebraska,431,+41.906138,-100.013369
31,011,Boone,Nebraska,5379,+41.677314,-098.014023
31,013,Box Butte,Nebraska,10842,+42.136678,-102.905215
31,015,Boyd,Nebraska,1810,+42.893569,-098.744830
31,017,Brown,Nebraska,2903,+42.543087,-099.849627
31,019,Buffalo,Nebraska,50084,+40.737756,-099.072828
31,021,Burt,Nebraska,6722,+41.845218,-096.347791
31,023,Butler,Nebraska,8369,+41.247435,-097.141745
31,025,Cass,Nebraska,26598,+40.949471,-096.063719
31,027,Cedar,Nebraska,8380,+42.576739,-097.250958
31,029,Chase,Nebraska,3893,+40.501955,-101.625629
31,031,Cherry,Nebraska,5455,+42.788407,-100.749694
31,033,Cheyenne,Nebraska,9468,+41.164852,-102.982567
31,035,Clay,Nebraska,6104,+40.547589,-098.027882
31,037,Colfax,Nebraska,10582,+41.515594,-097.076357
31,039,Cuming,Nebraska,9013,+41.896856,-096.758441
31,041,Custer,Nebraska,10545,+41.400577,-099.673936
31,043,Dakota,Nebraska,21582,+42.446864,-096.438647
31,045,Dawes,Nebraska,8199,+42.786274,-103.066332
31,047,Dawson,Nebraska,24111,+40.827351,-099.856676
31,049,Deuel,Nebraska,1838,+41.090929,-102.336520
31,051,Dixon,Nebraska,5606,+42.436803,-096.826061
31,053,Dodge,Nebraska,37167,+41.471288,-096.528637
31,055,Douglas,Nebraska,584526,+41.261730,-096.069741
31,057,Dundy,Nebraska,1654,+40.089487,-101.599270
31,059,Fillmore,Nebraska,5551,+40.541248,-097.580053
31,061,Franklin,Nebraska,2889,+40.185987,-098.954540
31,063,Frontier,Nebraska,2519,+40.609996,-100.398828
31,065,Furnas,Nebraska,4636,+40.250813,-099.934116
31,067,Gage,Nebraska,21704,+40.280866,-096.713556
31,069,Garden,Nebraska,1874,+41.429505,-102.323863
31,071,Garfield,Nebraska,1813,+41.803658,-099.104124
31,073,Gosper,Nebraska,1893,+40.594430,-099.826842
31,075,Grant,Nebraska,611,+41.969597,-101.734576
31,077,Greeley,Nebraska,2188,+41.555312,-098.499420
31,079,Hall,Nebraska,62895,+40.916340,-098.377793
31,081,Hamilton,Nebraska,9429,+40.879505,-098.023002
31,083,Harlan,Nebraska,3073,+40.145347,-099.406335
31,085,Hayes,Nebraska,856,+40.500842,-101.049757
31,087,Hitchcock,Nebraska,2616,+40.210950,-101.004675
31,089,Holt,Nebraska,10127,+42.460461,-098.743792
31,091,Hooker,Nebraska,711,+42.010663,-101.050551
31,093,Howard,Nebraska,6475,+41.189170,-098.489627
31,095,Jefferson,Nebraska,7240,+40.164225,-097.141688
31,097,Johnson,Nebraska,5290,+40.401098,-096.227732
31,099,Kearney,Nebraska,6688,+40.507252,-098.992180
31,101,Keith,Nebraska,8335,+41.141819,-101.699800
31,103,Keya Paha,Nebraska,769,+42.868932,-099.717406
31,105,Kimball,Nebraska,3434,+41.231296,-103.661580
31,107,Knox,Nebraska,8391,+42.624210,-097.782589
31,109,Lancaster,Nebraska,322608,+40.799269,-096.671536
31,111,Lincoln,Nebraska,34676,+41.119294,-100.789525
31,113,Logan,Nebraska,716,+41.499176,-100.507661
31,115,Loup,Nebraska,607,+41.832646,-099.416371
31,117,McPherson,Nebraska,399,+41.560427,-101.004858
31,119,Madison,Nebraska,35585,+42.006360,-097.461443
31,121,Merrick,Nebraska,7668,+41.130786,-098.037243
31,123,Morrill,Nebraska,4555,+41.708586,-103.162925
31,125,Nance,Nebraska,3380,+41.404591,-097.896242
31,127,Nemaha,Nebraska,7074,+40.401975,-095.839188
31,129,Nuckolls,Nebraska,4095,+40.114628,-098.061800
31,131,Otoe,Nebraska,15912,+40.670824,-096.036880
31,133,Pawnee,Nebraska,2544,+40.133204,-096.177346
31,135,Perkins,Nebraska,2858,+40.844891,-101.675458
31,137,Phelps,Nebraska,8968,+40.466361,-099.404540
31,139,Pierce,Nebraska,7317,+42.259529,-097.591612
31,141,Platte,Nebraska,34296,+41.466970,-097.385528
31,143,Polk,Nebraska,5214,+41.173605,-097.556720
31,145,Red Willow,Nebraska,10702,+40.206742,-100.592097
31,147,Richardson,Nebraska,7871,+40.099879,-095.669705
31,149,Rock,Nebraska,1262,+42.536738,-099.499863
31,151,Saline,Nebraska,14292,+40.579217,-097.016896
31,153,Sarpy,Nebraska,190604,+41.152889,-096.043700
31,155,Saunders,Nebraska,22278,+41.195383,-096.560061
31,157,Scotts Bluff,Nebraska,36084,+41.865094,-103.680393
31,159,Seward,Nebraska,17609,+40.875087,-097.102308
